CruiseKey	StationKey	HaulKey	SpeciesCategoryKey	SampleKey	IndividualKey	Individual	IndividualRoundWeight	IndividualTotalLength	LengthResolution	WeightMeasurement	IndividualAge	IndividualSex	readability
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	93	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-93	11	16	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	94	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-94	22	22	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	95	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-95	11	16	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	96	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-96	11	16.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	97	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-97	9	15	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	98	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-98	9	15.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	99	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-99	7	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	100	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-100	5	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	1	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-1	5	12	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	2	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-2	4	11.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	4	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-4	17	19	0.5	IndividualWeight	4		1
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	5	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-5	6	13	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	7	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-7	24	20.5	0.5	IndividualWeight	6		1
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	8	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-8	6	13	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	9	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-9	9	15	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	10	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-10	7	14	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	11	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-11	25	21	0.5	IndividualWeight	4		1
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	12	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-12	14	17	0.5	IndividualWeight	4		1
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	13	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-13	7	14	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	14	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-14	8	14.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	15	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-15	8	14.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	16	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-16	10	16.5	0.5	IndividualWeight	2		1
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	17	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-17	7	13.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	18	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-18	5	12.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	19	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-19	6	13	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	20	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-20	6	13	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	21	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-21	16	18	0.5	IndividualWeight	4		1
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	22	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-22	5	13	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	23	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-23	7	14	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	24	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-24	6	13	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	25	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-25	6	12.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	26	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-26	5	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	27	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-27	7	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	28	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-28	9	15	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	29	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-29	5	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	30	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-30	6	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	31	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-31	15	18	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	32	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-32	4	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	33	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-33	6	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	34	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-34	4	11.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	35	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-35	6	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	36	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-36	3	11	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	37	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-37	5	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	38	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-38	3	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	39	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-39	4	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	40	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-40	15	19	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	41	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-41	12	18	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	42	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-42	3	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	43	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-43	4	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	44	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-44	6	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	45	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-45	25	21.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	46	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-46	8	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	47	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-47	14	19	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	48	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-48	9	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	49	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-49	5	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	50	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-50	3	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	51	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-51	6	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	52	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-52	4	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	53	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-53	5	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	54	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-54	4	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	55	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-55	6	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	56	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-56	3	11.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	57	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-57	2	9.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	58	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-58	5	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	59	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-59	9	15	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	60	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-60	16	18.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	61	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-61	5	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	62	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-62	11	17	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	63	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-63	6	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	64	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-64	6	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	65	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-65	6	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	66	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-66	5	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	67	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-67	6	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	68	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-68	6	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	69	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-69	5	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	70	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-70	7	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	71	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-71	5	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	72	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-72	8	15	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	73	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-73	6	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	74	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-74	16	18.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	75	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-75	6	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	76	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-76	11	16.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	77	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-77	7	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	78	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-78	5	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	79	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-79	6	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	80	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-80	5	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	81	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-81	4	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	82	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-82	8	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	83	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-83	10	15	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	84	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-84	8	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	85	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-85	6	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	86	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-86	5	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	87	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-87	5	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	88	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-88	5	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	89	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-89	7	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	90	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-90	9	15	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	91	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-91	7	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	92	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-92	5	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	93	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-93	6	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	94	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-94	4	11.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	95	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-95	4	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	96	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-96	7	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	97	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-97	3	11	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	98	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-98	5	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	99	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-99	6	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	41	37256	havsil/171677/126751/NA	4	100	2020821/5/2020/3317/21-41-37256-havsil/171677/126751/NA-4-100	7	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	1	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-1	10	14.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	2	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-2	11	16	0.5	IndividualWeight	2		1
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	3	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-3	6	12	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	4	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-4	11	17	0.5	IndividualWeight	2		1
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	5	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-5	20	18.5	0.5	IndividualWeight	4		1
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	6	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-6	13	16	0.5	IndividualWeight	2		1
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	7	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-7	9	14	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	8	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-8	19	18	0.5	IndividualWeight	2		1
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	9	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-9	13	16	0.5	IndividualWeight	2		1
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	10	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-10	14	16.5	0.5	IndividualWeight	2		1
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	11	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-11	8	14	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	12	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-12	17	17.5	0.5	IndividualWeight	2		1
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	13	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-13	16	17	0.5	IndividualWeight	2		1
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	14	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-14	14	16	0.5	IndividualWeight	2		1
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	15	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-15	7	13.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	16	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-16	17	18.5	0.5	IndividualWeight	2		1
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	17	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-17	14	15.5	0.5	IndividualWeight	2		1
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	18	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-18	9	14	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	19	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-19	17	17	0.5	IndividualWeight	2		1
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	20	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-20	16	18	0.5	IndividualWeight	2		1
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	21	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-21	11	15	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	22	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-22	16	17.5	0.5	IndividualWeight	2		1
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	23	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-23	9	13.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	24	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-24	9	14	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	25	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-25	9	14	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	26	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-26	8	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	27	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-27	5	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	28	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-28	13	16.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	29	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-29	10	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	30	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-30	17	17.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	31	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-31	14	16	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	32	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-32	8	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	33	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-33	9	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	34	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-34	22	18.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	35	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-35	9	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	36	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-36	6	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	37	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-37	12	15.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	38	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-38	8	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	39	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-39	10	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	40	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-40	7	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	41	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-41	7	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	42	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-42	7	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	43	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-43	6	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	44	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-44	14	16	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	45	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-45	5	11.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	46	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-46	6	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	47	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-47	7	12.5	0.5	IndividualWeight			
